Dataset,Run ID,Treatment,Best Model,TP Rate - Best,FP Rate - Best,Precision - Best,Recall - Best,ROC Area - Best,Kappa - Best,TP Rate - RandomForest,FP Rate - RandomForest,Precision - RandomForest,Recall - RandomForest,ROC Area- RandomForest,Kappa - RandomForest
Log4j,39,Oversampling,lazy.IBk,0.363636364,0.381294964,0.070175439,0.363636364,0.429038587,-0.006036217,0.181818182,0.467625899,0.029850746,0.181818182,0.332243296,-0.085468414
Log4j,40,Oversampling,lazy.IBk,0.363636364,0.474820144,0.057142857,0.363636364,0.430673643,-0.03204524,0.181818182,0.503597122,0.027777778,0.181818182,0.26324395,-0.090557703
Log4j,41,Oversampling,lazy.IBk,0.272727273,0.460431655,0.044776119,0.272727273,0.418574232,-0.05613143,0.272727273,0.503597122,0.04109589,0.272727273,0.337802485,-0.064216846
Log4j,42,Oversampling,lazy.IBk,0.272727273,0.496402878,0.041666667,0.272727273,0.352517986,-0.062948647,0.272727273,0.525179856,0.039473684,0.272727273,0.33616743,-0.067850237
Log4j,43,Oversampling,lazy.IBk,0.272727273,0.460431655,0.044776119,0.272727273,0.463047744,-0.05613143,0.272727273,0.503597122,0.04109589,0.272727273,0.357423152,-0.064216846
Log4j,44,Oversampling,lazy.IBk,0.363636364,0.474820144,0.057142857,0.363636364,0.447024199,-0.03204524,0.272727273,0.532374101,0.038961039,0.272727273,0.345323741,-0.069007474
Log4j,45,Oversampling,lazy.IBk,0.454545455,0.482014388,0.069444444,0.454545455,0.482014388,-0.007730536,0.454545455,0.517985612,0.064935065,0.454545455,0.402223676,-0.016860768
Log4j,46,Oversampling,lazy.IBk,0.454545455,0.467625899,0.071428571,0.454545455,0.526487901,-0.003770028,0.272727273,0.525179856,0.039473684,0.272727273,0.357096141,-0.067850237
Log4j,47,Oversampling,lazy.IBk,0.181818182,0.474820144,0.029411765,0.181818182,0.352190974,-0.086536604,0.272727273,0.539568345,0.038461538,0.272727273,0.296599084,-0.070139247
Log4j,48,Oversampling,lazy.IBk,0.272727273,0.438848921,0.046875,0.272727273,0.453891432,-0.051615525,0.181818182,0.503597122,0.027777778,0.181818182,0.340418574,-0.090557703
Log4j,49,Oversampling,lazy.IBk,0.363636364,0.446043165,0.060606061,0.363636364,0.405166776,-0.024955437,0.181818182,0.517985612,0.027027027,0.181818182,0.358404186,-0.092429419
Log4j,50,Oversampling,lazy.IBk,0.272727273,0.474820144,0.043478261,0.272727273,0.431654676,-0.058958214,0.090909091,0.489208633,0.014492754,0.090909091,0.302485284,-0.116199199
Log4j,51,Oversampling,lazy.IBk,0.272727273,0.446043165,0.046153846,0.272727273,0.45029431,-0.053159478,0.272727273,0.467625899,0.044117647,0.272727273,0.378351864,-0.057562295
Log4j,52,Oversampling,lazy.IBk,0.272727273,0.438848921,0.046875,0.272727273,0.399607587,-0.051615525,0.272727273,0.503597122,0.04109589,0.272727273,0.293001962,-0.064216846
Log4j,53,Oversampling,lazy.IBk,0.363636364,0.460431655,0.058823529,0.363636364,0.440156965,-0.028587985,0.181818182,0.532374101,0.026315789,0.181818182,0.322105952,-0.09421691
Log4j,54,Oversampling,lazy.IBk,0.181818182,0.424460432,0.032786885,0.181818182,0.385219097,-0.078452104,0.181818182,0.517985612,0.027027027,0.181818182,0.291039895,-0.092429419
Log4j,55,Oversampling,lazy.IBk,0.272727273,0.45323741,0.045454545,0.272727273,0.422825376,-0.05466429,0.181818182,0.553956835,0.025316456,0.181818182,0.288096795,-0.096752253
Log4j,56,Oversampling,lazy.IBk,0.363636364,0.496402878,0.054794521,0.363636364,0.400261609,-0.036929234,0.272727273,0.517985612,0.04,0.272727273,0.275343362,-0.066666667
Log4j,57,Oversampling,lazy.IBk,0.272727273,0.482014388,0.042857143,0.272727273,0.395029431,-0.060320452,0.272727273,0.510791367,0.040540541,0.272727273,0.348266841,-0.065455853
Log4j,58,Oversampling,lazy.IBk,0.363636364,0.474820144,0.057142857,0.363636364,0.497710922,-0.03204524,0.272727273,0.510791367,0.040540541,0.272727273,0.305101373,-0.065455853
Log4j,59,Oversampling,lazy.IBk,0.272727273,0.489208633,0.042253521,0.272727273,0.417266187,-0.061650214,0.181818182,0.539568345,0.025974026,0.181818182,0.260954872,-0.095080827
Log4j,60,Oversampling,lazy.IBk,0.272727273,0.467625899,0.044117647,0.272727273,0.454218443,-0.057562295,0.181818182,0.503597122,0.027777778,0.181818182,0.257684761,-0.090557703
Log4j,61,Oversampling,lazy.IBk,0.272727273,0.503597122,0.04109589,0.272727273,0.31589274,-0.064216846,0.272727273,0.503597122,0.04109589,0.272727273,0.243623283,-0.064216846
Log4j,62,Oversampling,lazy.IBk,0.181818182,0.510791367,0.02739726,0.181818182,0.361347286,-0.091504457,0.272727273,0.54676259,0.037974684,0.272727273,0.335840419,-0.071246387
Log4j,63,Oversampling,lazy.IBk,0.181818182,0.45323741,0.030769231,0.181818182,0.380640942,-0.083249749,0.181818182,0.496402878,0.028169014,0.181818182,0.223021583,-0.089588378
Log4j,64,Oversampling,lazy.IBk,0.363636364,0.431654676,0.0625,0.363636364,0.450621321,-0.021133916,0.272727273,0.467625899,0.044117647,0.272727273,0.415958143,-0.057562295
Log4j,65,Oversampling,lazy.IBk,0.363636364,0.417266187,0.064516129,0.363636364,0.450621321,-0.017108283,0.272727273,0.503597122,0.04109589,0.272727273,0.365271419,-0.064216846
Log4j,66,Oversampling,lazy.IBk,0.181818182,0.410071942,0.033898305,0.181818182,0.423806409,-0.075853075,0.181818182,0.474820144,0.029411765,0.181818182,0.304774362,-0.086536604
Log4j,67,Oversampling,lazy.IBk,0.363636364,0.460431655,0.058823529,0.363636364,0.407782865,-0.028587985,0.363636364,0.582733813,0.047058824,0.363636364,0.32177894,-0.053471668
Log4j,68,Oversampling,lazy.IBk,0.272727273,0.410071942,0.05,0.272727273,0.404185742,-0.045016077,0.181818182,0.431654676,0.032258065,0.181818182,0.35971223,-0.079699562
Log4j,69,Oversampling,lazy.IBk,0.272727273,0.517985612,0.04,0.272727273,0.416285154,-0.066666667,0.272727273,0.553956835,0.0375,0.272727273,0.354480052,-0.072329689
Log4j,70,Oversampling,lazy.IBk,0.363636364,0.446043165,0.060606061,0.363636364,0.414323087,-0.024955437,0.272727273,0.525179856,0.039473684,0.272727273,0.322432963,-0.067850237
Log4j,71,Oversampling,lazy.IBk,0.272727273,0.460431655,0.044776119,0.272727273,0.441792021,-0.05613143,0.272727273,0.474820144,0.043478261,0.272727273,0.41236102,-0.058958214
Log4j,72,Oversampling,lazy.IBk,0.181818182,0.424460432,0.032786885,0.181818182,0.368214519,-0.078452104,0.272727273,0.446043165,0.046153846,0.272727273,0.314257685,-0.053159478
Log4j,73,Oversampling,lazy.IBk,0.272727273,0.496402878,0.041666667,0.272727273,0.306082407,-0.062948647,0.272727273,0.539568345,0.038461538,0.272727273,0.281229562,-0.070139247
Log4j,74,Oversampling,lazy.IBk,0.272727273,0.489208633,0.042253521,0.272727273,0.380313931,-0.061650214,0.272727273,0.503597122,0.04109589,0.272727273,0.359058208,-0.064216846
Log4j,75,Oversampling,lazy.IBk,0.363636364,0.460431655,0.058823529,0.363636364,0.457815566,-0.028587985,0.090909091,0.496402878,0.014285714,0.090909091,0.361020275,-0.116870877
Log4j,76,Oversampling,lazy.IBk,0.272727273,0.467625899,0.044117647,0.272727273,0.370503597,-0.057562295,0.272727273,0.532374101,0.038961039,0.272727273,0.291366906,-0.069007474
Log4j,77,Oversampling,lazy.IBk,0.363636364,0.482014388,0.056338028,0.363636364,0.477436233,-0.033712051,0.272727273,0.496402878,0.041666667,0.272727273,0.320470896,-0.062948647
Log4j,78,Oversampling,lazy.IBk,0.363636364,0.45323741,0.059701493,0.363636364,0.427403532,-0.026794446,0.272727273,0.553956835,0.0375,0.272727273,0.329954218,-0.072329689
Log4j,79,Oversampling,lazy.IBk,0.272727273,0.45323741,0.045454545,0.272727273,0.431000654,-0.05466429,0.181818182,0.539568345,0.025974026,0.181818182,0.262589928,-0.095080827
Log4j,80,Oversampling,lazy.IBk,0.363636364,0.467625899,0.057971014,0.363636364,0.352517986,-0.030337722,0.272727273,0.561151079,0.037037037,0.272727273,0.337148463,-0.073389915
Log4j,81,Oversampling,lazy.IBk,0.363636364,0.474820144,0.057142857,0.363636364,0.466317855,-0.03204524,0.181818182,0.503597122,0.027777778,0.181818182,0.305428385,-0.090557703
Log4j,82,Oversampling,lazy.IBk,0.272727273,0.438848921,0.046875,0.272727273,0.400915631,-0.051615525,0.272727273,0.489208633,0.042253521,0.272727273,0.305428385,-0.061650214
Log4j,83,Oversampling,lazy.IBk,0.272727273,0.460431655,0.044776119,0.272727273,0.394048398,-0.05613143,0.272727273,0.517985612,0.04,0.272727273,0.362328319,-0.066666667
Log4j,84,Oversampling,lazy.IBk,0.363636364,0.489208633,0.055555556,0.363636364,0.449967299,-0.035339591,0.272727273,0.539568345,0.038461538,0.272727273,0.334205363,-0.070139247
Log4j,85,Oversampling,lazy.IBk,0.363636364,0.474820144,0.057142857,0.363636364,0.414977109,-0.03204524,0.272727273,0.510791367,0.040540541,0.272727273,0.301504251,-0.065455853
Log4j,86,Oversampling,lazy.IBk,0.272727273,0.402877698,0.050847458,0.272727273,0.364290386,-0.043251467,0.181818182,0.482014388,0.028985507,0.181818182,0.278940484,-0.087578706
Log4j,87,Oversampling,lazy.IBk,0.272727273,0.45323741,0.045454545,0.272727273,0.352517986,-0.05466429,0.181818182,0.438848921,0.031746032,0.181818182,0.290712884,-0.080914145
Log4j,88,Oversampling,lazy.IBk,0.363636364,0.482014388,0.056338028,0.363636364,0.490843689,-0.033712051,0.272727273,0.561151079,0.037037037,0.272727273,0.337148463,-0.073389915
Log4j,89,Oversampling,lazy.IBk,0.363636364,0.503597122,0.054054054,0.363636364,0.420863309,-0.038482287,0.272727273,0.539568345,0.038461538,0.272727273,0.285153695,-0.070139247
Log4j,90,Oversampling,lazy.IBk,0.272727273,0.374100719,0.054545455,0.272727273,0.352517986,-0.035673188,0.272727273,0.467625899,0.044117647,0.272727273,0.307390451,-0.057562295
Log4j,91,Oversampling,lazy.IBk,0.363636364,0.503597122,0.054054054,0.363636364,0.430346632,-0.038482287,0.272727273,0.539568345,0.038461538,0.272727273,0.310333551,-0.070139247
Log4j,92,Oversampling,lazy.IBk,0.272727273,0.438848921,0.046875,0.272727273,0.462393721,-0.051615525,0.272727273,0.510791367,0.040540541,0.272727273,0.349247874,-0.065455853
Log4j,93,Oversampling,lazy.IBk,0.272727273,0.467625899,0.044117647,0.272727273,0.347285808,-0.057562295,0.272727273,0.503597122,0.04109589,0.272727273,0.303793329,-0.064216846
Log4j,94,Oversampling,lazy.IBk,0.363636364,0.45323741,0.059701493,0.363636364,0.516350556,-0.026794446,0.272727273,0.503597122,0.04109589,0.272727273,0.370176586,-0.064216846
Log4j,95,Oversampling,lazy.IBk,0.272727273,0.482014388,0.042857143,0.272727273,0.450948332,-0.060320452,0.272727273,0.532374101,0.038961039,0.272727273,0.352190974,-0.069007474
Log4j,96,Oversampling,lazy.IBk,0.272727273,0.460431655,0.044776119,0.272727273,0.427076521,-0.05613143,0.272727273,0.489208633,0.042253521,0.272727273,0.341072596,-0.061650214
Log4j,97,Oversampling,lazy.IBk,0.363636364,0.45323741,0.059701493,0.363636364,0.459450621,-0.026794446,0.181818182,0.539568345,0.025974026,0.181818182,0.335513407,-0.095080827
Log4j,98,Oversampling,lazy.IBk,0.272727273,0.45323741,0.045454545,0.272727273,0.443754088,-0.05466429,0.272727273,0.482014388,0.042857143,0.272727273,0.35676913,-0.060320452
Log4j,99,Oversampling,lazy.IBk,0.363636364,0.489208633,0.055555556,0.363636364,0.414650098,-0.035339591,0.272727273,0.532374101,0.038961039,0.272727273,0.387181164,-0.069007474
Log4j,100,Oversampling,lazy.IBk,0.272727273,0.431654676,0.047619048,0.272727273,0.468606933,-0.050030883,0.181818182,0.496402878,0.028169014,0.181818182,0.366906475,-0.089588378
Log4j,1,Undersampling,functions.MultilayerPerceptron,0.090909091,0.45323741,0.015625,0.090909091,0.284499673,-0.112578744,0.272727273,0.539568345,0.038461538,0.272727273,0.270765206,-0.070139247
Log4j,2,Undersampling,functions.MultilayerPerceptron,0.090909091,0.446043165,0.015873016,0.090909091,0.331589274,-0.111797406,0.272727273,0.460431655,0.044776119,0.272727273,0.317854807,-0.05613143
Log4j,3,Undersampling,functions.MultilayerPerceptron,0.181818182,0.510791367,0.02739726,0.181818182,0.241988228,-0.091504457,0.272727273,0.474820144,0.043478261,0.272727273,0.346958797,-0.058958214
Log4j,4,Undersampling,functions.MultilayerPerceptron,0.272727273,0.517985612,0.04,0.272727273,0.315238718,-0.066666667,0.272727273,0.517985612,0.04,0.272727273,0.284826684,-0.066666667
Log4j,5,Undersampling,functions.MultilayerPerceptron,0.090909091,0.438848921,0.016129032,0.090909091,0.320470896,-0.110995201,0.272727273,0.517985612,0.04,0.272727273,0.346958797,-0.066666667
Log4j,6,Undersampling,functions.MultilayerPerceptron,0.090909091,0.446043165,0.015873016,0.090909091,0.343361674,-0.111797406,0.272727273,0.503597122,0.04109589,0.272727273,0.289731851,-0.064216846
Log4j,7,Undersampling,functions.MultilayerPerceptron,0.090909091,0.446043165,0.015873016,0.090909091,0.241988228,-0.111797406,0.272727273,0.503597122,0.04109589,0.272727273,0.279594506,-0.064216846
Log4j,8,Undersampling,functions.MultilayerPerceptron,0.090909091,0.438848921,0.016129032,0.090909091,0.38587312,-0.110995201,0.272727273,0.525179856,0.039473684,0.272727273,0.347285808,-0.067850237
Log4j,9,Undersampling,functions.MultilayerPerceptron,0.090909091,0.446043165,0.015873016,0.090909091,0.334205363,-0.111797406,0.272727273,0.517985612,0.04,0.272727273,0.325049052,-0.066666667
Log4j,10,Undersampling,functions.MultilayerPerceptron,0.090909091,0.45323741,0.015625,0.090909091,0.335513407,-0.112578744,0.272727273,0.489208633,0.042253521,0.272727273,0.320470896,-0.061650214
Log4j,11,Undersampling,functions.MultilayerPerceptron,0.090909091,0.438848921,0.016129032,0.090909091,0.331589274,-0.110995201,0.272727273,0.532374101,0.038961039,0.272727273,0.39470242,-0.069007474
Log4j,12,Undersampling,functions.MultilayerPerceptron,0.090909091,0.424460432,0.016666667,0.090909091,0.380640942,-0.109324759,0.272727273,0.482014388,0.042857143,0.272727273,0.382603009,-0.060320452
Log4j,13,Undersampling,functions.MultilayerPerceptron,0.090909091,0.424460432,0.016666667,0.090909091,0.232177894,-0.109324759,0.272727273,0.539568345,0.038461538,0.272727273,0.293982995,-0.070139247
Log4j,14,Undersampling,functions.MultilayerPerceptron,0.090909091,0.438848921,0.016129032,0.090909091,0.285153695,-0.110995201,0.272727273,0.54676259,0.037974684,0.272727273,0.253433617,-0.071246387
Log4j,15,Undersampling,functions.MultilayerPerceptron,0.090909091,0.417266187,0.016949153,0.090909091,0.313276651,-0.108454684,0.272727273,0.510791367,0.040540541,0.272727273,0.303139307,-0.065455853
Log4j,16,Undersampling,functions.MultilayerPerceptron,0.090909091,0.410071942,0.017241379,0.090909091,0.317854807,-0.107560062,0.272727273,0.503597122,0.04109589,0.272727273,0.363963375,-0.064216846
Log4j,17,Undersampling,functions.MultilayerPerceptron,0.090909091,0.438848921,0.016129032,0.090909091,0.324395029,-0.110995201,0.272727273,0.503597122,0.04109589,0.272727273,0.312622629,-0.064216846
Log4j,18,Undersampling,functions.MultilayerPerceptron,0.090909091,0.467625899,0.015151515,0.090909091,0.294310007,-0.114081996,0.272727273,0.54676259,0.037974684,0.272727273,0.297907129,-0.071246387
Log4j,19,Undersampling,functions.MultilayerPerceptron,0.090909091,0.417266187,0.016949153,0.090909091,0.327665141,-0.108454684,0.272727273,0.539568345,0.038461538,0.272727273,0.288096795,-0.070139247
Log4j,20,Undersampling,functions.MultilayerPerceptron,0.090909091,0.424460432,0.016666667,0.090909091,0.317200785,-0.109324759,0.272727273,0.517985612,0.04,0.272727273,0.311314585,-0.066666667
Log4j,21,Undersampling,functions.MultilayerPerceptron,0.181818182,0.474820144,0.029411765,0.181818182,0.357096141,-0.086536604,0.272727273,0.553956835,0.0375,0.272727273,0.31294964,-0.072329689
Log4j,22,Undersampling,functions.MultilayerPerceptron,0.181818182,0.474820144,0.029411765,0.181818182,0.354480052,-0.086536604,0.272727273,0.510791367,0.040540541,0.272727273,0.351209941,-0.065455853
Log4j,23,Undersampling,functions.MultilayerPerceptron,0.090909091,0.402877698,0.01754386,0.090909091,0.313276651,-0.106639839,0.272727273,0.517985612,0.04,0.272727273,0.355134075,-0.066666667
Log4j,24,Undersampling,functions.MultilayerPerceptron,0.181818182,0.467625899,0.029850746,0.181818182,0.406801831,-0.085468414,0.272727273,0.503597122,0.04109589,0.272727273,0.357096141,-0.064216846
Log4j,25,Undersampling,functions.MultilayerPerceptron,0.090909091,0.417266187,0.016949153,0.090909091,0.29823414,-0.108454684,0.272727273,0.532374101,0.038961039,0.272727273,0.341072596,-0.069007474
Log4j,26,Undersampling,functions.MultilayerPerceptron,0.090909091,0.410071942,0.017241379,0.090909091,0.293001962,-0.107560062,0.272727273,0.510791367,0.040540541,0.272727273,0.293655984,-0.065455853
Log4j,27,Undersampling,functions.MultilayerPerceptron,0.090909091,0.45323741,0.015625,0.090909091,0.309352518,-0.112578744,0.272727273,0.503597122,0.04109589,0.272727273,0.298561151,-0.064216846
Log4j,28,Undersampling,functions.MultilayerPerceptron,0.090909091,0.388489209,0.018181818,0.090909091,0.424460432,-0.104718067,0.272727273,0.539568345,0.038461538,0.272727273,0.309025507,-0.070139247
Log4j,29,Undersampling,functions.MultilayerPerceptron,0.090909091,0.417266187,0.016949153,0.090909091,0.357096141,-0.108454684,0.272727273,0.539568345,0.038461538,0.272727273,0.292020929,-0.070139247
Log4j,30,Undersampling,functions.MultilayerPerceptron,0.181818182,0.496402878,0.028169014,0.181818182,0.282537606,-0.089588378,0.272727273,0.54676259,0.037974684,0.272727273,0.316546763,-0.071246387
Log4j,31,Undersampling,functions.MultilayerPerceptron,0.090909091,0.395683453,0.017857143,0.090909091,0.361674297,-0.105692901,0.272727273,0.539568345,0.038461538,0.272727273,0.381621975,-0.070139247
Log4j,32,Undersampling,functions.MultilayerPerceptron,0.090909091,0.417266187,0.016949153,0.090909091,0.308044474,-0.108454684,0.272727273,0.539568345,0.038461538,0.272727273,0.387508175,-0.070139247
Log4j,33,Undersampling,functions.MultilayerPerceptron,0.090909091,0.45323741,0.015625,0.090909091,0.325703074,-0.112578744,0.272727273,0.517985612,0.04,0.272727273,0.331916285,-0.066666667
Log4j,34,Undersampling,functions.MultilayerPerceptron,0.090909091,0.410071942,0.017241379,0.090909091,0.372792675,-0.107560062,0.272727273,0.54676259,0.037974684,0.272727273,0.284826684,-0.071246387
Log4j,35,Undersampling,functions.MultilayerPerceptron,0.181818182,0.474820144,0.029411765,0.181818182,0.387181164,-0.086536604,0.545454545,0.561151079,0.071428571,0.545454545,0.406801831,-0.003870343
Log4j,36,Undersampling,functions.MultilayerPerceptron,0.090909091,0.438848921,0.016129032,0.090909091,0.274035317,-0.110995201,0.272727273,0.539568345,0.038461538,0.272727273,0.323413996,-0.070139247
Log4j,37,Undersampling,functions.MultilayerPerceptron,0.090909091,0.431654676,0.016393443,0.090909091,0.300196207,-0.110171284,0.272727273,0.517985612,0.04,0.272727273,0.339764552,-0.066666667
Log4j,38,Undersampling,functions.MultilayerPerceptron,0.090909091,0.388489209,0.018181818,0.090909091,0.302158273,-0.104718067,0.272727273,0.532374101,0.038961039,0.272727273,0.321124918,-0.069007474
Log4j,39,Undersampling,functions.MultilayerPerceptron,0.090909091,0.366906475,0.019230769,0.090909091,0.389143231,-0.101613292,0.272727273,0.539568345,0.038461538,0.272727273,0.31883584,-0.070139247
Log4j,40,Undersampling,functions.MultilayerPerceptron,0.090909091,0.424460432,0.016666667,0.090909091,0.349901897,-0.109324759,0.272727273,0.510791367,0.040540541,0.272727273,0.274362328,-0.065455853
Log4j,41,Undersampling,functions.MultilayerPerceptron,0.090909091,0.424460432,0.016666667,0.090909091,0.334205363,-0.109324759,0.272727273,0.54676259,0.037974684,0.272727273,0.326030085,-0.071246387
Log4j,42,Undersampling,functions.MultilayerPerceptron,0.090909091,0.438848921,0.016129032,0.090909091,0.33616743,-0.110995201,0.272727273,0.482014388,0.042857143,0.272727273,0.323741007,-0.060320452
Log4j,43,Undersampling,functions.MultilayerPerceptron,0.181818182,0.446043165,0.03125,0.181818182,0.312622629,-0.082097135,0.272727273,0.561151079,0.037037037,0.272727273,0.328973185,-0.073389915
Log4j,44,Undersampling,functions.MultilayerPerceptron,0.090909091,0.446043165,0.015873016,0.090909091,0.321124918,-0.111797406,0.363636364,0.510791367,0.053333333,0.363636364,0.353499019,-0.04
Log4j,45,Undersampling,functions.MultilayerPerceptron,0.090909091,0.482014388,0.014705882,0.090909091,0.344669719,-0.115510914,0.272727273,0.489208633,0.042253521,0.272727273,0.263897973,-0.061650214
Log4j,46,Undersampling,functions.MultilayerPerceptron,0.090909091,0.395683453,0.017857143,0.090909091,0.297580118,-0.105692901,0.272727273,0.517985612,0.04,0.272727273,0.33911053,-0.066666667
Log4j,47,Undersampling,functions.MultilayerPerceptron,0.181818182,0.431654676,0.032258065,0.181818182,0.332897319,-0.079699562,0.272727273,0.503597122,0.04109589,0.272727273,0.340418574,-0.064216846
Log4j,48,Undersampling,functions.MultilayerPerceptron,0.090909091,0.388489209,0.018181818,0.090909091,0.396337475,-0.104718067,0.272727273,0.517985612,0.04,0.272727273,0.396337475,-0.066666667
Log4j,49,Undersampling,functions.MultilayerPerceptron,0.090909091,0.438848921,0.016129032,0.090909091,0.263570961,-0.110995201,0.272727273,0.582733813,0.035714286,0.272727273,0.33911053,-0.076439284
Log4j,50,Undersampling,functions.MultilayerPerceptron,0.090909091,0.460431655,0.015384615,0.090909091,0.326357096,-0.11334002,0.272727273,0.517985612,0.04,0.272727273,0.298888162,-0.066666667
Log4j,51,Undersampling,functions.MultilayerPerceptron,0.090909091,0.424460432,0.016666667,0.090909091,0.278613473,-0.109324759,0.272727273,0.517985612,0.04,0.272727273,0.348593852,-0.066666667
Log4j,52,Undersampling,functions.MultilayerPerceptron,0.090909091,0.424460432,0.016666667,0.090909091,0.30412034,-0.109324759,0.272727273,0.525179856,0.039473684,0.272727273,0.324068018,-0.067850237
Log4j,53,Undersampling,functions.MultilayerPerceptron,0.090909091,0.438848921,0.016129032,0.090909091,0.281229562,-0.110995201,0.272727273,0.532374101,0.038961039,0.272727273,0.301504251,-0.069007474
Log4j,54,Undersampling,functions.MultilayerPerceptron,0.090909091,0.474820144,0.014925373,0.090909091,0.332897319,-0.114805398,0.272727273,0.517985612,0.04,0.272727273,0.338783519,-0.066666667
Log4j,55,Undersampling,functions.MultilayerPerceptron,0.090909091,0.45323741,0.015625,0.090909091,0.289077829,-0.112578744,0.272727273,0.553956835,0.0375,0.272727273,0.301831262,-0.072329689
Log4j,56,Undersampling,functions.MultilayerPerceptron,0.090909091,0.402877698,0.01754386,0.090909091,0.262916939,-0.106639839,0.181818182,0.525179856,0.026666667,0.181818182,0.298888162,-0.093333333
Log4j,57,Undersampling,functions.MultilayerPerceptron,0.090909091,0.503597122,0.014084507,0.090909091,0.355788097,-0.117526541,0.272727273,0.496402878,0.041666667,0.272727273,0.290712884,-0.062948647
Log4j,58,Undersampling,functions.MultilayerPerceptron,0.181818182,0.460431655,0.03030303,0.181818182,0.312622629,-0.084373143,0.272727273,0.589928058,0.035294118,0.272727273,0.283845651,-0.077414206
Log4j,59,Undersampling,functions.MultilayerPerceptron,0.090909091,0.474820144,0.014925373,0.090909091,0.299542184,-0.114805398,0.272727273,0.54676259,0.037974684,0.272727273,0.315238718,-0.071246387
Log4j,60,Undersampling,functions.MultilayerPerceptron,0.181818182,0.438848921,0.031746032,0.181818182,0.325049052,-0.080914145,0.272727273,0.517985612,0.04,0.272727273,0.314911707,-0.066666667
Log4j,61,Undersampling,functions.MultilayerPerceptron,0.090909091,0.482014388,0.014705882,0.090909091,0.340745585,-0.115510914,0.272727273,0.517985612,0.04,0.272727273,0.346631785,-0.066666667
Log4j,62,Undersampling,functions.MultilayerPerceptron,0.090909091,0.431654676,0.016393443,0.090909091,0.279921517,-0.110171284,0.272727273,0.503597122,0.04109589,0.272727273,0.28940484,-0.064216846
Log4j,63,Undersampling,functions.MultilayerPerceptron,0.090909091,0.424460432,0.016666667,0.090909091,0.294310007,-0.109324759,0.272727273,0.503597122,0.04109589,0.272727273,0.28940484,-0.064216846
Log4j,64,Undersampling,functions.MultilayerPerceptron,0.181818182,0.460431655,0.03030303,0.181818182,0.317854807,-0.084373143,0.272727273,0.517985612,0.04,0.272727273,0.317854807,-0.066666667
Log4j,65,Undersampling,functions.MultilayerPerceptron,0.181818182,0.402877698,0.034482759,0.181818182,0.398953564,-0.074498567,0.272727273,0.532374101,0.038961039,0.272727273,0.362328319,-0.069007474
Log4j,66,Undersampling,functions.MultilayerPerceptron,0.272727273,0.467625899,0.044117647,0.272727273,0.34793983,-0.057562295,0.272727273,0.510791367,0.040540541,0.272727273,0.338129496,-0.065455853
Log4j,67,Undersampling,functions.MultilayerPerceptron,0.090909091,0.366906475,0.019230769,0.090909091,0.363636364,-0.101613292,0.272727273,0.525179856,0.039473684,0.272727273,0.361674297,-0.067850237
Log4j,68,Undersampling,functions.MultilayerPerceptron,0.090909091,0.402877698,0.01754386,0.090909091,0.344015697,-0.106639839,0.272727273,0.496402878,0.041666667,0.272727273,0.400915631,-0.062948647
Log4j,69,Undersampling,functions.MultilayerPerceptron,0.090909091,0.45323741,0.015625,0.090909091,0.316546763,-0.112578744,0.272727273,0.532374101,0.038961039,0.272727273,0.28057554,-0.069007474
Log4j,70,Undersampling,functions.MultilayerPerceptron,0.181818182,0.424460432,0.032786885,0.181818182,0.332243296,-0.078452104,0.272727273,0.539568345,0.038461538,0.272727273,0.297907129,-0.070139247
Log4j,71,Undersampling,functions.MultilayerPerceptron,0.090909091,0.460431655,0.015384615,0.090909091,0.33616743,-0.11334002,0.272727273,0.525179856,0.039473684,0.272727273,0.288096795,-0.067850237
Log4j,72,Undersampling,functions.MultilayerPerceptron,0.090909091,0.45323741,0.015625,0.090909091,0.330935252,-0.112578744,0.545454545,0.532374101,0.075,0.545454545,0.394048398,0.003364172
Log4j,73,Undersampling,functions.MultilayerPerceptron,0.090909091,0.366906475,0.019230769,0.090909091,0.338783519,-0.101613292,0.272727273,0.561151079,0.037037037,0.272727273,0.334859385,-0.073389915
Log4j,74,Undersampling,functions.MultilayerPerceptron,0.090909091,0.402877698,0.01754386,0.090909091,0.324395029,-0.106639839,0.272727273,0.482014388,0.042857143,0.272727273,0.302158273,-0.060320452
Log4j,75,Undersampling,functions.MultilayerPerceptron,0.090909091,0.395683453,0.017857143,0.090909091,0.368214519,-0.105692901,0.272727273,0.568345324,0.036585366,0.272727273,0.293001962,-0.074427795
Log4j,76,Undersampling,functions.MultilayerPerceptron,0.090909091,0.431654676,0.016393443,0.090909091,0.329627207,-0.110171284,0.272727273,0.510791367,0.040540541,0.272727273,0.31883584,-0.065455853
Log4j,77,Undersampling,functions.MultilayerPerceptron,0.181818182,0.460431655,0.03030303,0.181818182,0.381948986,-0.084373143,0.272727273,0.532374101,0.038961039,0.272727273,0.343361674,-0.069007474
Log4j,78,Undersampling,functions.MultilayerPerceptron,0.090909091,0.417266187,0.016949153,0.090909091,0.373446697,-0.108454684,0.272727273,0.517985612,0.04,0.272727273,0.339437541,-0.066666667
Log4j,79,Undersampling,functions.MultilayerPerceptron,0.181818182,0.460431655,0.03030303,0.181818182,0.325703074,-0.084373143,0.272727273,0.539568345,0.038461538,0.272727273,0.354480052,-0.070139247
